symbol,name,sector,composite_score,value_score,momentum_score,quality_score,flow_score,news_score,current_price,fair_value_bear,fair_value_base,fair_value_bull,fair_value_gap_pct,fair_value_confidence_score,fair_value_status_label,valuation_primary_method,valuation_anchor_mix,valuation_peer_group,valuation_reason_summary,valuation_missing_inputs,valuation_family,valuation_driver,valuation_revision_revenue_pct,valuation_revision_op_pct,valuation_revision_net_pct,valuation_analyst_target_upside_pct,analyst_conviction_score,analyst_avg_score,analyst_report_count,analyst_broker_diversity,analyst_target_revision_pct,analyst_novelty_score,analyst_fwd_ret_5d,analyst_fwd_ret_20d,analyst_alpha_ret_5d,analyst_alpha_ret_20d,analyst_bias_adjustment,analyst_parse_quality_score,analyst_pdf_coverage,analyst_target_upside_pct,analyst_target_dispersion_pct,analyst_agreement_score,analyst_recency_score,analyst_latest_title,analyst_revision_breadth_score,analyst_revision_breadth_count,analyst_positive_revision_ratio,analyst_peer_spillover_score,analyst_peer_alpha_5d,analyst_peer_support_count,event_alpha_score,event_expected_alpha_1d,event_expected_alpha_3d,event_expected_alpha_5d,event_recent_count,event_recent_positive_count,event_recent_negative_count,event_last_type,event_last_bias,event_last_days_ago,event_best_strategy,event_backtest_confidence,event_valid_sample_size,event_price_coverage_pct,event_interpretation_label,event_interpretation_note,event_tactical_label,event_tactical_note,event_sector,event_sector_valid_sample_size,event_sector_price_coverage_pct,event_sector_interpretation_label,event_sector_tactical_label,event_sector_interpretation_note,event_sector_tactical_note,event_sector_reaction_profile,event_sector_interpretable_score,event_interpretable_score,event_win_rate_5d,event_sample_size,event_reaction_profile,macro_sector_score,macro_regime_score,macro_micro_interaction_score,ml_pred_return_5d,ml_pred_score,ml_sector_score,ml_model_type,ml_train_rows,flow_top_brokers,flow_event_mix,micro_ofi,micro_foreign_pressure,micro_broker_concentration,micro_queue_imbalance,micro_absorption_score,microstructure_score,flow_intraday_samples,flow_intraday_avg_5m,flow_intraday_avg_15m,flow_intraday_avg_30m,flow_intraday_avg_60m,flow_intraday_last_event,flow_intraday_last_captured_at,factor_rank_score,analyst_rank_score,flow_state_score,flow_rank_score,flow_intraday_edge_score,flow_intraday_rank_score,micro_rank_score,macro_rank_score,ml_rank_score,event_rank_score,active_source_count,card_score
025540,한국단자,자동차부품,,,,,,,,,,,,0.0,,,,,,,,,,,,,5.8794,1.3178,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2127,0.679,0.0,0.0,0.0,1.0,0.3116,실적 회복과 배당은 기본. 더 큰 미래도 가능..,1.0,1.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.5748407643312102,-0.029347057020788273,0.5987261146496815,0.45677888989990895,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.2976190476190476,,,,,,0.6624203821656051,0.5987261146496815,,3,0.459534454399104
005810,,비철금속,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4212,-4.414,-1.7876,-3.5289,1.0,1.0,0.0,BUYBACK,positive,19.55,immediate_close,낮음,2.0,66.67,표본 얕음,초기 경향은 보이지만 아직 표본이 얕아 단독 근거로 쓰기에는 이릅니다.,보수적 관찰,현재 표본만 보면 초기와 5일 반응이 모두 약해 존재 여부만 보는 편이 낫습니다.,비철금속,0.0,0.0,해석 보류,성과 대기,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,아직 5일 성과가 붙지 않아 방향 판단보다 기록 축적이 먼저입니다.,성과 대기,0.0,-0.4752,50.0,3.0,반응 약함,0.0,0.0,0.3971337579617835,0.149414504271079,0.9936305732484076,0.9936305732484076,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.9936305732484076,0.025,3,0.45605737620710907
028050,삼성E&A,건설,,,,,,,,,,,,0.0,,,,,,,,,,,,,6.1967,0.0857,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.1142,0.5495,0.0,23.6264,0.0,1.0,0.3274,실적보다는 높아진 뉴에너지 성장성에 주목,1.0,1.0,1.0,0.227,0.0,1.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.4831210191082803,-0.01501187390950464,0.643312101910828,0.34554140127388533,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.3333333333333333,,,,,,0.4585987261146497,0.643312101910828,,3,0.44522599216070546
214180,헥토이노베이션,IT서비스,,,,,,,,,,,,0.0,,,,,,,,,,,,,5.5851,1.1853,1.0,1.0,0.0,0.8,0.0,0.0,-0.297,0.0,-0.0047,0.6252,0.0,0.0,0.0,1.0,0.2686,실적과 모멘텀 모두 매력적이다!,1.0,1.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.5547770700636943,-0.04566973956055359,0.5668789808917197,0.6496815286624203,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.2619047619047619,,,,,,0.6178343949044586,0.5668789808917197,,3,0.4284485021348079
376930,노을,건강관리장비와용품,,,,,,,,,,,,0.0,,,,,,,,,,,,,5.7041,1.0926,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.0998,0.596,0.0,0.0,0.0,1.0,0.3614,스케일업 단계로 진입,1.0,1.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.5404458598726115,-0.0475697873840062,0.554140127388535,0.45382165605095537,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.27380952380952384,,,,,,0.5859872611464968,0.554140127388535,,3,0.4235401938825505
456160,지투지바이오,제약,,,,,,,,,,,,0.0,,,,,,,,,,,,,5.2519,0.1415,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.132,0.5585,0.0,0.0,0.0,1.0,0.3274,삼성에피스 L/O 성공에 투자 유치까지,1.0,1.0,1.0,0.3109,0.0,2.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.4859872611464969,0.001952094306646758,0.7197452229299363,0.4922656960873521,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.21428571428571427,,,,,,0.46496815286624205,0.7197452229299363,,3,0.41976228389444936
001040,CJ,철강/비철금속,,,,,,,,,,,,0.0,,,,,,,,,,,,,7.4279,1.8347,3.0,2.0,0.0,0.7768,0.0,0.0,0.0,0.0,0.1891,0.7597,0.3333,6.7887,2.0203,0.7798,0.3614,푸드빌 호실적. 올리브영 가치도 multiple에 ..,1.0,2.0,1.0,0.0228,0.0,1.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.5949044585987262,-0.080022234123625,0.15286624203821655,0.1337579617834395,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.4642857142857143,,,,,,0.7070063694267515,0.15286624203821655,,3,0.4170552775250227
097230,HJ중공업,건설,,,,,,,,,,,,0.0,,,,,,,,,,,,,8.0161,1.3423,2.0,1.0,0.0,0.7414,0.0,0.0,0.0,0.0,-0.036,0.7521,0.5,66.0079,0.0,1.0,0.3116,HJ중공업(097230) 신호탄,1.0,1.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.5777070063694267,-0.1766745283523738,0.03184713375796178,0.34554140127388533,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.5595238095238095,,,,,,0.6687898089171974,0.03184713375796178,,3,0.4152704381605655
055550,신한지주,금융지주/은행,0.5319333333333334,0.5,0.6799999999999999,0.6166666666666667,0.35,0.4333333333333333,91800.0,,,,,0.0,미산출,,,,앵커가 두 개 미만이라 적정가를 보수적으로 미산출 처리했습니다.,"애널 목표가, 피어 멀티플, 실적/추정치",PBR/자본수익성,net,-1.35,-3.6,-4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.5146496815286625,-0.14354415619652494,0.050955414012738856,0.42038216560509556,numpy_mlp,461,,,,,,,,,0,,,,,,,0.55,,,,,,,0.5286624203821656,0.050955414012738856,,3,0.40954375519246755
001450,,보험,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1432,-4.6032,0.464,-1.5248,2.0,2.0,0.0,STOCK_CANCELLATION,positive,19.55,immediate_close,낮음,1.0,100.0,표본 얕음,초기 경향은 보이지만 아직 표본이 얕아 단독 근거로 쓰기에는 이릅니다.,지연 반응형,당일보다 하루 이틀 뒤 반응을 확인하는 쪽이 더 어울립니다.,생명보험,1.0,100.0,표본 얕음,지연 반응형,초기 경향은 보이지만 아직 표본이 얕아 단독 근거로 쓰기에는 이릅니다.,당일보다 하루 이틀 뒤 반응이 붙는 경우가 있어 시간차 확인이 더 중요합니다.,시간차 반응,0.1123,0.1123,100.0,1.0,시간차 반응,0.0,0.0,0.3971337579617835,0.03174520850654645,0.802547770700637,0.42038216560509556,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.802547770700637,0.05,3,0.4000398089171975
105560,KB금융,금융지주/은행,0.5250833333333333,0.5,0.6,0.6666666666666666,0.3875,0.4333333333333333,145500.0,,,,,0.0,미산출,,,,앵커가 두 개 미만이라 적정가를 보수적으로 미산출 처리했습니다.,"애널 목표가, 피어 멀티플, 실적/추정치",PBR/자본수익성,net,-1.35,-3.6,-4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.5189490445859873,-0.11427244318534274,0.08917197452229299,0.42038216560509556,numpy_mlp,461,,,,,,,,,0,,,,,,,0.5,,,,,,,0.5382165605095541,0.08917197452229299,,3,0.39650893104403206
078520,에이블씨엔씨,화장품,,,,,,,,,,,,0.0,,,,,,,,,,,,,5.2638,0.7023,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.0196,0.7312,0.0,0.0,0.0,1.0,0.3116,"실적, 밸류에이션, 주주환원 완벽한 3박자",1.0,1.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.5089171974522293,-0.06259287735607191,0.5286624203821656,0.3885350318471337,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.25,,,,,,0.5159235668789809,0.5286624203821656,,3,0.3937928711415972
271560,오리온,음식료/담배,,,,,,,,,,,,0.0,,,,,,,,,,,,,7.8304,0.9476,4.0,3.0,0.0,0.7662,0.0,0.0,0.0,0.0,-0.0467,0.7071,0.25,30.2474,4.7176,0.8028,0.344,"춘절 끝, 이제는 앞만 보고 달린다",0.7018,2.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.5347133757961784,-0.12834874272963448,0.06369426751592357,0.06369426751592357,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.5238095238095238,,,,,,0.5732484076433121,0.06369426751592357,,3,0.3908478861902429
035420,NAVER,IT소프트웨어 (플랫폼/SI),0.4404416666666666,0.5333333333333333,0.12,0.8055555555555555,0.26875,0.4333333333333333,197500.0,308867.78,400127.93,485912.47,102.6,0.5729,중립 구간,피어,피어 70 | 실적 30,IT소프트웨어 (플랫폼/SI) / PSR 확장,피어 멀티플 대비 할인 / 실적 추정 보정,애널 목표가,PSR,revenue,-1.35,-3.6,-4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.5060509554140128,-0.0014128579352246581,0.6942675159235668,0.42675159235668786,numpy_mlp,461,,,,,,,,,0,,,,,,,0.2,,,,,,,0.5095541401273885,0.6942675159235668,,3,0.38732864857380234
001260,,건설,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,SUPPLY_UPDATE,neutral,19.55,immediate_close,낮음,0.0,0.0,해석 보류,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,존재 확인,방향성이 약한 공시라 단독 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,건설/건자재,0.0,0.0,해석 보류,존재 확인,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,방향성이 약한 공시가 많아 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,성과 대기,0.0,-0.0,,1.0,성과 대기,0.0,0.0,0.3971337579617835,-0.07237858196659568,0.3535031847133758,0.34554140127388533,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.3535031847133758,0.5333333333333333,3,0.38481653653859316
002960,,화학,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,CORRECTION,neutral,16.55,immediate_close,낮음,1.0,5.56,표본 얕음,가격이 충분히 붙지 않아 아직 과신보다 관찰이 먼저입니다.,존재 확인,방향성이 약한 공시라 단독 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,화학,0.0,0.0,해석 보류,존재 확인,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,방향성이 약한 공시가 많아 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,성과 대기,0.0,-0.0784,0.0,18.0,반응 약함,0.0,0.0,0.3971337579617835,-0.07237858196659568,0.3535031847133758,0.4658780709736124,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.3535031847133758,0.5333333333333333,3,0.38481653653859316
004270,,전자장비와기기,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CORRECTION,neutral,19.55,immediate_close,낮음,1.0,5.56,표본 얕음,가격이 충분히 붙지 않아 아직 과신보다 관찰이 먼저입니다.,존재 확인,방향성이 약한 공시라 단독 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,전자장비와기기,0.0,0.0,해석 보류,존재 확인,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,방향성이 약한 공시가 많아 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,성과 대기,0.0,-0.0784,0.0,18.0,반응 약함,0.0,0.0,0.3971337579617835,-0.07237858196659568,0.3535031847133758,0.3927813163481953,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.3535031847133758,0.5333333333333333,3,0.38481653653859316
011000,,생물공학,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CORRECTION,neutral,19.55,immediate_close,낮음,1.0,5.56,표본 얕음,가격이 충분히 붙지 않아 아직 과신보다 관찰이 먼저입니다.,존재 확인,방향성이 약한 공시라 단독 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,생물공학,0.0,0.0,해석 보류,존재 확인,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,방향성이 약한 공시가 많아 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,성과 대기,0.0,-0.0784,0.0,18.0,반응 약함,0.0,0.0,0.3971337579617835,-0.07237858196659568,0.3535031847133758,0.4378980891719745,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.3535031847133758,0.5333333333333333,3,0.38481653653859316
015360,,가스유틸리티,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CORRECTION,neutral,19.55,immediate_close,낮음,1.0,5.56,표본 얕음,가격이 충분히 붙지 않아 아직 과신보다 관찰이 먼저입니다.,존재 확인,방향성이 약한 공시라 단독 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,전력/유틸리티,0.0,0.0,해석 보류,존재 확인,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,방향성이 약한 공시가 많아 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,성과 대기,0.0,-0.0784,0.0,18.0,반응 약함,0.0,0.0,0.3971337579617835,-0.07237858196659568,0.3535031847133758,0.3535031847133758,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.3535031847133758,0.5333333333333333,3,0.38481653653859316
024910,,자동차부품,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CORRECTION,neutral,16.08,immediate_close,낮음,1.0,5.56,표본 얕음,가격이 충분히 붙지 않아 아직 과신보다 관찰이 먼저입니다.,존재 확인,방향성이 약한 공시라 단독 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,자동차부품/타이어,0.0,0.0,,,,,,0.0,-0.0784,0.0,18.0,반응 약함,0.0,0.0,0.3971337579617835,-0.07237858196659568,0.3535031847133758,0.45677888989990895,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.3535031847133758,0.5333333333333333,3,0.38481653653859316
030210,,증권,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,LARGE_HOLDER,neutral,19.55,immediate_close,낮음,1.0,20.0,표본 얕음,가격이 충분히 붙지 않아 아직 과신보다 관찰이 먼저입니다.,존재 확인,방향성이 약한 공시라 단독 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,증권,0.0,0.0,해석 보류,존재 확인,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,방향성이 약한 공시가 많아 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,성과 대기,0.0,0.0676,100.0,5.0,시간차 반응,0.0,0.0,0.3971337579617835,-0.07237858196659568,0.3535031847133758,0.2181528662420382,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.3535031847133758,0.5333333333333333,3,0.38481653653859316
031860,,컴퓨터와주변기기,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,CORRECTION,neutral,15.79,immediate_close,낮음,1.0,5.56,표본 얕음,가격이 충분히 붙지 않아 아직 과신보다 관찰이 먼저입니다.,존재 확인,방향성이 약한 공시라 단독 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,컴퓨터와주변기기,0.0,0.0,,,,,,0.0,-0.0784,0.0,18.0,반응 약함,0.0,0.0,0.3971337579617835,-0.07237858196659568,0.3535031847133758,0.4076433121019108,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.3535031847133758,0.5333333333333333,3,0.38481653653859316
033290,,Unknown,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CORRECTION,neutral,16.55,immediate_close,낮음,1.0,5.56,표본 얕음,가격이 충분히 붙지 않아 아직 과신보다 관찰이 먼저입니다.,존재 확인,방향성이 약한 공시라 단독 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,Unknown,0.0,0.0,,,,,,0.0,-0.0784,0.0,18.0,반응 약함,0.0,0.0,0.3971337579617835,-0.07237858196659568,0.3535031847133758,0.3535031847133758,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.3535031847133758,0.5333333333333333,3,0.38481653653859316
037270,,방송과엔터테인먼트,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CORRECTION,neutral,19.55,immediate_close,낮음,1.0,5.56,표본 얕음,가격이 충분히 붙지 않아 아직 과신보다 관찰이 먼저입니다.,존재 확인,방향성이 약한 공시라 단독 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,엔터테인먼트/미디어,0.0,0.0,해석 보류,존재 확인,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,방향성이 약한 공시가 많아 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,성과 대기,0.0,-0.0784,0.0,18.0,반응 약함,0.0,0.0,0.3971337579617835,-0.07237858196659568,0.3535031847133758,0.3535031847133758,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.3535031847133758,0.5333333333333333,3,0.38481653653859316
037330,,디스플레이장비및부품,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,7.0,0.0,0.0,CORRECTION,neutral,16.22,immediate_close,낮음,1.0,5.56,표본 얕음,가격이 충분히 붙지 않아 아직 과신보다 관찰이 먼저입니다.,존재 확인,방향성이 약한 공시라 단독 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,디스플레이/IT부품,0.0,0.0,,,,,,0.0,-0.0784,0.0,18.0,반응 약함,0.0,0.0,0.3971337579617835,-0.07237858196659568,0.3535031847133758,0.5079617834394904,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.3535031847133758,0.5333333333333333,3,0.38481653653859316
049430,,기계,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CORRECTION,neutral,18.81,immediate_close,낮음,1.0,5.56,표본 얕음,가격이 충분히 붙지 않아 아직 과신보다 관찰이 먼저입니다.,존재 확인,방향성이 약한 공시라 단독 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,기계/공작기계,0.0,0.0,해석 보류,존재 확인,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,방향성이 약한 공시가 많아 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,성과 대기,0.0,-0.0784,0.0,18.0,반응 약함,0.0,0.0,0.3971337579617835,-0.07237858196659568,0.3535031847133758,0.3535031847133758,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.3535031847133758,0.5333333333333333,3,0.38481653653859316
059270,,기계,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CORRECTION,neutral,19.55,immediate_close,낮음,1.0,5.56,표본 얕음,가격이 충분히 붙지 않아 아직 과신보다 관찰이 먼저입니다.,존재 확인,방향성이 약한 공시라 단독 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,기계/공작기계,0.0,0.0,해석 보류,존재 확인,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,방향성이 약한 공시가 많아 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,성과 대기,0.0,-0.0784,0.0,18.0,반응 약함,0.0,0.0,0.3971337579617835,-0.07237858196659568,0.3535031847133758,0.3535031847133758,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.3535031847133758,0.5333333333333333,3,0.38481653653859316
067990,,자동차,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CORRECTION,neutral,16.55,immediate_close,낮음,1.0,5.56,표본 얕음,가격이 충분히 붙지 않아 아직 과신보다 관찰이 먼저입니다.,존재 확인,방향성이 약한 공시라 단독 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,자동차/완성차,0.0,0.0,해석 보류,존재 확인,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,방향성이 약한 공시가 많아 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,성과 대기,0.0,-0.0784,0.0,18.0,반응 약함,0.0,0.0,0.3971337579617835,-0.07237858196659568,0.3535031847133758,0.552547770700637,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.3535031847133758,0.5333333333333333,3,0.38481653653859316
075580,,조선,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,LARGE_HOLDER,neutral,19.55,immediate_close,낮음,1.0,20.0,표본 얕음,가격이 충분히 붙지 않아 아직 과신보다 관찰이 먼저입니다.,존재 확인,방향성이 약한 공시라 단독 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,조선/해양,0.0,0.0,해석 보류,존재 확인,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,방향성이 약한 공시가 많아 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,성과 대기,0.0,0.0676,100.0,5.0,시간차 반응,0.0,0.0,0.3971337579617835,-0.07237858196659568,0.3535031847133758,0.45329087048832273,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.3535031847133758,0.5333333333333333,3,0.38481653653859316
078130,,종이와목재,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CORRECTION,neutral,19.77,immediate_close,낮음,1.0,5.56,표본 얕음,가격이 충분히 붙지 않아 아직 과신보다 관찰이 먼저입니다.,존재 확인,방향성이 약한 공시라 단독 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,종이와목재,0.0,0.0,해석 보류,존재 확인,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,방향성이 약한 공시가 많아 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,성과 대기,0.0,-0.0784,0.0,18.0,반응 약함,0.0,0.0,0.3971337579617835,-0.07237858196659568,0.3535031847133758,0.3535031847133758,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.3535031847133758,0.5333333333333333,3,0.38481653653859316
080420,,전문소매,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CORRECTION,neutral,16.55,immediate_close,낮음,1.0,5.56,표본 얕음,가격이 충분히 붙지 않아 아직 과신보다 관찰이 먼저입니다.,존재 확인,방향성이 약한 공시라 단독 매수 재료보다 존재 여부만 확인하는 편이 낫습니다.,전문소매,0.0,0.0,,,,,,0.0,-0.0784,0.0,18.0,반응 약함,0.0,0.0,0.3971337579617835,-0.07237858196659568,0.3535031847133758,0.3535031847133758,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.3535031847133758,0.5333333333333333,3,0.38481653653859316
