symbol,name,sector,composite_score,value_score,momentum_score,quality_score,flow_score,news_score,current_price,fair_value_bear,fair_value_base,fair_value_bull,fair_value_gap_pct,fair_value_confidence_score,fair_value_status_label,valuation_primary_method,valuation_anchor_mix,valuation_peer_group,valuation_reason_summary,valuation_missing_inputs,valuation_family,valuation_driver,valuation_revision_revenue_pct,valuation_revision_op_pct,valuation_revision_net_pct,valuation_analyst_target_upside_pct,analyst_conviction_score,analyst_avg_score,analyst_report_count,analyst_broker_diversity,analyst_target_revision_pct,analyst_novelty_score,analyst_fwd_ret_5d,analyst_fwd_ret_20d,analyst_alpha_ret_5d,analyst_alpha_ret_20d,analyst_bias_adjustment,analyst_parse_quality_score,analyst_pdf_coverage,analyst_target_upside_pct,analyst_target_dispersion_pct,analyst_agreement_score,analyst_recency_score,analyst_latest_title,analyst_revision_breadth_score,analyst_revision_breadth_count,analyst_positive_revision_ratio,analyst_peer_spillover_score,analyst_peer_alpha_5d,analyst_peer_support_count,event_alpha_score,event_expected_alpha_1d,event_expected_alpha_3d,event_expected_alpha_5d,event_recent_count,event_recent_positive_count,event_recent_negative_count,event_last_type,event_last_bias,event_last_days_ago,event_best_strategy,event_backtest_confidence,event_valid_sample_size,event_price_coverage_pct,event_interpretation_label,event_interpretation_note,event_tactical_label,event_tactical_note,event_sector,event_sector_valid_sample_size,event_sector_price_coverage_pct,event_sector_interpretation_label,event_sector_tactical_label,event_sector_interpretation_note,event_sector_tactical_note,event_sector_reaction_profile,event_sector_interpretable_score,event_interpretable_score,event_win_rate_5d,event_sample_size,event_reaction_profile,macro_sector_score,macro_regime_score,macro_micro_interaction_score,ml_pred_return_5d,ml_pred_score,ml_sector_score,ml_model_type,ml_train_rows,flow_top_brokers,flow_event_mix,micro_ofi,micro_foreign_pressure,micro_broker_concentration,micro_queue_imbalance,micro_absorption_score,microstructure_score,flow_intraday_samples,flow_intraday_avg_5m,flow_intraday_avg_15m,flow_intraday_avg_30m,flow_intraday_avg_60m,flow_intraday_last_event,flow_intraday_last_captured_at,factor_rank_score,analyst_rank_score,flow_state_score,flow_rank_score,flow_intraday_edge_score,flow_intraday_rank_score,micro_rank_score,macro_rank_score,ml_rank_score,event_rank_score,active_source_count,card_score
353200,대덕전자,전자장비와기기,,,,,,,,,,,,0.0,,,,,,,,,,,,,7.4494,0.676,3.0,2.0,0.0,0.7638,0.0,0.0,0.0,0.0,0.073,0.7476,0.3333,70.394,2.2097,0.9779,0.3798,"서버 FCBGA 공급 가시화, 멀티플 리레이팅 근..",0.5698,1.0,1.0,-0.0505,0.0,1.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.5031847133757963,-0.15387475387842817,0.044585987261146494,0.3927813163481953,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.47619047619047616,,,,,,0.5031847133757962,0.044585987261146494,,3,0.3534257541821235
041510,에스엠,엔터테인먼트/게임,,,,,,,,,,,,0.0,,,,,,,,,,,,,6.959,0.8736,4.0,2.0,0.0,0.7474,0.0,0.0,0.0,0.0,0.0648,0.8355,0.5,18.6147,2.1898,0.6781,0.3614,에스엠(041510) P/E 밴드 하단에서 여전히 매력적인 투자처,0.5965,1.0,1.0,0.2754,0.0,4.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.5261146496815288,-0.10299663456158226,0.10828025477707007,0.35923566878980895,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.40476190476190477,,,,,,0.554140127388535,0.10828025477707007,,3,0.3520573773360397
329180,HD현대중공업,조선/해양,0.4090916666666666,0.4666666666666666,0.19,0.6277777777777778,0.29375,0.5375,479500.0,368782.24,602765.72,650730.92,25.71,0.6178,중립 구간,피어,피어 73 | 실적 27,조선/해양 / EV/EBITDA 확장,피어 멀티플 대비 할인 / 실적 추정 보정,애널 목표가,EV/EBITDA,op,-1.35,-3.6,-4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.5232484076433122,-7.552236692610209e-05,0.7133757961783439,0.5445859872611465,numpy_mlp,461,,,,,,,,,0,,,,,,,0.1,,,,,,,0.5477707006369427,0.7133757961783439,,3,0.35172563001938517
053030,바이넥스,제약,,,,,,,,,,,,0.0,,,,,,,,,,,,,6.1796,1.3456,2.0,1.0,0.0,0.746,0.0,0.0,0.0,0.0,-0.0687,0.8069,0.5,0.0,0.0,0.7,0.344,바이넥스(053030) 상업화 생산 확대를 위한 준비,1.0,1.0,1.0,0.2759,0.0,3.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.58343949044586,-0.1082057841810419,0.09554140127388536,0.4922656960873521,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.32142857142857145,,,,,,0.6815286624203821,0.09554140127388536,,3,0.34102112059914613
089850,유비벨록스,전자제품,,,,,,,,,,,,0.0,,,,,,,,,,,,,5.7729,1.4501,2.0,1.0,0.0,0.762,0.0,0.0,0.0,0.0,0.1938,0.8071,0.5,0.0,0.0,0.7,0.3798,유비벨록스(089850) 독점적 지위 갖춰가는 사업 한두 개가 아니다,1.0,1.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.589171974522293,-0.13784794137395018,0.05732484076433121,0.05732484076433121,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.2857142857142857,,,,,,0.6942675159235668,0.05732484076433121,,3,0.31951380625743675
068930,디지털대성,교육서비스,,,,,,,,,,,,0.0,,,,,,,,,,,,,4.9098,0.5486,1.0,1.0,0.0,0.8,0.5599,0.0,-0.3935,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.2686,올해도 N수생 多,1.0,1.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.4974522292993631,-0.0726704826944519,0.21656050955414013,0.5222929936305732,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.20238095238095238,,,,,,0.49044585987261147,0.21656050955414013,,3,0.28848734863862247
014830,유니드,화학,,,,,,,,,,,,0.0,,,,,,,,,,,,,2.5969,-2.2556,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.0154,1.0,1.0,27.8928,0.0,1.0,0.3116,유니드(014830) 중국 경질 탄산칼륨 재편의 수혜주,0.0,0.0,1.0,0.3469,0.0,1.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.2853503184713376,-0.01049488597313316,0.6496815286624203,0.4658780709736124,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.14285714285714285,,,,,,0.01910828025477707,0.6496815286624203,,3,0.28595882620564145
071840,롯데하이마트,유통/백화점,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.9981,-0.899,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.6567,0.0,0.0,0.0,1.0,0.3274,어려운 환경 속 실적 턴어라운드 달성,-1.0,-1.0,0.0,0.3664,0.0,1.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.2996815286624204,-0.00017928644476972871,0.7070063694267515,0.8025477707006369,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.08333333333333333,,,,,,0.050955414012738856,0.7070063694267515,,3,0.2838467662910338
078340,컴투스,게임엔터테인먼트,,,,,,,,,,,,0.0,,,,,,,,,,,,,-0.429,-0.0285,1.0,1.0,0.0,0.8,-3.869,0.0,-2.9397,0.0,0.0,0.5272,0.0,-10.8635,0.0,1.0,0.2686,콥데이 후기: 다가오는 기대 신작들,-1.0,-1.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.3140127388535032,0.01442685495943212,0.7643312101910829,0.6894904458598726,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.023809523809523808,,,,,,0.08280254777070063,0.7643312101910829,,3,0.28173470637642617
339950,아이비김영,교육서비스,,,,,,,,,,,,0.0,,,,,,,,,,,,,1.1573,-0.7269,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0739,1.0,1.0,0.0,0.0,1.0,0.3798,아이비김영(339950) 안정적인 성장 흐름 & 저평가,-1.0,-1.0,0.0,0.2453,-0.3935,2.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.30541401273885355,-0.021047960836565856,0.6242038216560509,0.5222929936305732,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.09523809523809523,,,,,,0.06369426751592357,0.6242038216560509,,3,0.2693598201161895
306200,세아제강,철강/비철금속,,,,,,,,,,,,0.0,,,,,,,,,,,,,5.2597,0.3906,2.0,1.0,0.0,0.7697,0.0,0.0,0.0,0.0,0.0085,0.7934,0.5,28.012,0.0,1.0,0.344,"세아제강(306200) 하방은 프로젝트, 상방은 유가",0.2,0.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.49458598726114655,-0.1044623519529374,0.10191082802547771,0.1337579617834395,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.2261904761904762,,,,,,0.4840764331210191,0.10191082802547771,,3,0.2665933191012808
006360,GS건설,건설/건자재,,,,,,,,,,,,0.0,,,,,,,,,,,,,3.7517,-1.2598,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.0307,0.6013,0.0,51.7857,0.0,1.0,0.3614,"원전 소외주, 반등 포인트 점검",0.0,0.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.29108280254777075,-0.06963536238771637,0.49044585987261147,0.6847133757961783,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.16666666666666666,,,,,,0.03184713375796178,0.49044585987261147,,3,0.25615200881920624
360350,코셈,전자장비와기기,,,,,,,,,,,,0.0,,,,,,,,,,,,,1.4235,-0.034,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.0067,0.5708,0.0,0.0,0.0,1.0,0.3274,제2의 파크시스템스를 찾는다면,-1.0,-1.0,0.0,0.0002,0.0,1.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.31114649681528667,-0.05946871748117193,0.5414012738853503,0.3927813163481953,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.10714285714285714,,,,,,0.07643312101910828,0.5414012738853503,,3,0.2548728739413453
241560,두산밥캣,기계/공작기계,,,,,,,,,,,,0.0,,,,,,,,,,,,,2.5673,-0.2759,2.0,2.0,0.0,0.7961,4.4702,0.0,-3.9566,0.0,0.0736,0.6208,0.0,23.0769,0.0,0.7,0.3116,"낮아진 딜러 재고, 높아진 밸류에이션 매력도",0.0414,0.0,0.5518,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.3082802547770701,-0.0684709323195426,0.5031847133757962,0.46921443736730367,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.13095238095238096,,,,,,0.07006369426751592,0.5031847133757962,,3,0.25296904528592423
307950,현대오토에버,IT소프트웨어 (플랫폼/SI),,,,,,,,,,,,0.0,,,,,,,,,,,,,2.8605,0.1763,2.0,1.0,0.0,0.7756,0.0,0.0,0.0,0.0,0.0239,0.7903,0.5,-10.1796,0.0,1.0,0.3798,현대오토에버(307950) GTC 2026 ‘HMG-엔비디아’ 로봇/자율주행 협력의 숨은 수혜자,0.0,0.0,0.5,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.49171974522293,-0.08001144655644027,0.1592356687898089,0.42675159235668786,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.15476190476190477,,,,,,0.47770700636942676,0.1592356687898089,,3,0.25231460418562324
007340,DN오토모티브,자동차부품,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.3103,-1.4178,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2509,0.6572,0.0,0.0,0.0,1.0,0.3274,밸류업의 조건들이 갖춰지고 있다,-1.0,-1.0,0.0,0.2257,0.0,1.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.2882165605095542,-0.025042255290936573,0.6050955414012739,0.45677888989990895,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.047619047619047616,,,,,,0.025477707006369428,0.6050955414012739,,3,0.23818462588367045
082740,,조선/해양,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0264,5.0175,9.8016,0.0,1.0,1.0,0.0,SUPPLY_CONTRACT,positive,8.92,drop_rebound_half,낮음,0.0,0.0,해석 보류,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,성과 대기,아직 5일 성과가 붙지 않아 기록 축적이 먼저입니다.,조선/해양,0.0,0.0,해석 보류,성과 대기,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,아직 5일 성과가 붙지 않아 방향 판단보다 기록 축적이 먼저입니다.,성과 대기,0.0,-0.0,,1.0,성과 대기,0.0,0.0,0.3971337579617835,-0.07389694615731984,0.19745222929936307,0.5445859872611465,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.19745222929936307,0.15,3,0.22836321142387506
418620,,소프트웨어,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0264,5.0175,9.8016,0.0,1.0,1.0,0.0,SUPPLY_CONTRACT,positive,16.06,drop_rebound_half,낮음,0.0,0.0,해석 보류,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,성과 대기,아직 5일 성과가 붙지 않아 기록 축적이 먼저입니다.,소프트웨어,0.0,0.0,해석 보류,성과 대기,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,아직 5일 성과가 붙지 않아 방향 판단보다 기록 축적이 먼저입니다.,성과 대기,0.0,-0.0,,1.0,성과 대기,0.0,0.0,0.3971337579617835,-0.07389694615731984,0.19745222929936307,0.3067940552016985,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.19745222929936307,0.15,3,0.22836321142387506
439260,,조선,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0264,5.0175,9.8016,0.0,1.0,1.0,0.0,SUPPLY_CONTRACT,positive,16.19,drop_rebound_half,낮음,0.0,0.0,해석 보류,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,성과 대기,아직 5일 성과가 붙지 않아 기록 축적이 먼저입니다.,조선/해양,0.0,0.0,해석 보류,성과 대기,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,아직 5일 성과가 붙지 않아 방향 판단보다 기록 축적이 먼저입니다.,성과 대기,0.0,-0.0,,1.0,성과 대기,0.0,0.0,0.3971337579617835,-0.07389694615731984,0.19745222929936307,0.45329087048832273,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.19745222929936307,0.15,3,0.22836321142387506
332370,아이디피,컴퓨터와주변기기,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.4992,-0.9306,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.0609,0.603,0.0,0.0,0.0,1.0,0.3798,안정성 기반으로 변화를 준비,-1.0,-1.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.2939490445859873,-0.06305409695953254,0.5159235668789809,0.4076433121019108,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.07142857142857142,,,,,,0.03821656050955414,0.5159235668789809,,3,0.22670215930566248
476830,알지노믹스,생물공학,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.4617,-0.9157,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.705,0.0,0.0,0.0,1.0,0.3274,4월 AACR RZ-001 간암 중간 데이터에 주목,-1.0,-1.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.29681528662420387,-0.06280952588664176,0.5222929936305732,0.4378980891719745,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.05952380952380952,,,,,,0.044585987261146494,0.5222929936305732,,3,0.2249470672639462
089980,상아프론테크,전자장비와기기,,,,,,,,,,,,0.0,,,,,,,,,,,,,4.85,0.003,2.0,1.0,0.0,0.6704,0.0,0.0,0.0,0.0,-0.0572,0.925,0.5,34.5291,0.0,1.0,0.3274,상아프론테크(089980) 글로벌 위성 사업자용 소재사업 호조로 이익 증가,0.2,0.0,1.0,-0.152,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.48025477707006375,-0.3171402114526174,0.012738853503184714,0.3927813163481953,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.19047619047619047,,,,,,0.45222929936305734,0.012738853503184714,,3,0.22301349128578424
003650,,화학,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0572,0.0,0.0,0.0,1.0,1.0,0.0,SALES_VARIATION,positive,19.55,immediate_close,낮음,0.0,0.0,해석 보류,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,성과 대기,아직 5일 성과가 붙지 않아 기록 축적이 먼저입니다.,화학,0.0,0.0,해석 보류,성과 대기,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,아직 5일 성과가 붙지 않아 방향 판단보다 기록 축적이 먼저입니다.,성과 대기,0.0,-0.0,,2.0,성과 대기,0.0,0.0,0.3971337579617835,-0.07565050183382827,0.1751592356687898,0.4658780709736124,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.1751592356687898,0.09166666666666666,3,0.2050334737346757
064090,,판매업체,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0572,0.0,0.0,0.0,1.0,1.0,0.0,SALES_VARIATION,positive,11.79,immediate_close,낮음,0.0,0.0,해석 보류,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,성과 대기,아직 5일 성과가 붙지 않아 기록 축적이 먼저입니다.,무역회사와판매업체,0.0,0.0,,,,,,0.0,-0.0,,2.0,성과 대기,0.0,0.0,0.3971337579617835,-0.07565050183382827,0.1751592356687898,0.1751592356687898,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.1751592356687898,0.09166666666666666,3,0.2050334737346757
288980,,소프트웨어,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0572,0.0,0.0,0.0,1.0,1.0,0.0,SALES_VARIATION,positive,19.55,immediate_close,낮음,0.0,0.0,해석 보류,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,성과 대기,아직 5일 성과가 붙지 않아 기록 축적이 먼저입니다.,소프트웨어,0.0,0.0,해석 보류,성과 대기,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,아직 5일 성과가 붙지 않아 방향 판단보다 기록 축적이 먼저입니다.,성과 대기,0.0,-0.0,,2.0,성과 대기,0.0,0.0,0.3971337579617835,-0.07565050183382827,0.1751592356687898,0.3067940552016985,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.1751592356687898,0.09166666666666666,3,0.2050334737346757
362320,,인터넷과카탈로그소매,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0572,0.0,0.0,0.0,1.0,1.0,0.0,SALES_VARIATION,positive,18.8,immediate_close,낮음,0.0,0.0,해석 보류,아직 5일 성과가 붙은 표본이 없어 방향 판단을 내리기 어렵습니다.,성과 대기,아직 5일 성과가 붙지 않아 기록 축적이 먼저입니다.,인터넷과카탈로그소매,0.0,0.0,,,,,,0.0,-0.0,,2.0,성과 대기,0.0,0.0,0.3971337579617835,-0.07565050183382827,0.1751592356687898,0.1751592356687898,numpy_mlp,461,,,,,,,,,0,,,,,,,,,,,,,,0.267515923566879,0.1751592356687898,0.09166666666666666,3,0.2050334737346757
010130,고려아연,철강/비철금속,0.3461944444444444,0.3777777777777777,0.35,0.35,0.3875,0.4333333333333333,1484000.0,945075.1,1150757.0,1513515.0,-22.46,0.6344,중립 구간,피어,피어 72 | 실적 28,철강/비철금속 / EV/EBITDA 확장,피어 멀티플 기준 선반영 / 실적 추정 보정,애널 목표가,EV/EBITDA,op,-1.35,-3.6,-4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.5189490445859873,-0.08095380460163656,0.1464968152866242,0.1337579617834395,numpy_mlp,461,,,,,,,,,0,,,,,,,0.05,,,,,,,0.5382165605095541,0.1464968152866242,,3,0.20133965660481865
267250,HD현대,기계/공작기계,,,,,,,,,,,,0.0,,,,,,,,,,,,,2.1276,-2.6506,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0739,1.0,1.0,41.8803,0.0,1.0,0.3798,HD현대(267250) HD현대오일뱅크와 로봇,0.0,0.0,1.0,-0.2763,-3.9566,1.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.28248407643312107,-0.1204567263706901,0.07643312101910828,0.46921443736730367,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.11904761904761904,,,,,,0.012738853503184714,0.07643312101910828,,3,0.12544227269545738
138080,오이솔루션,통신장비,,,,,,,,,,,,0.0,,,,,,,,,,,,,-0.0316,-0.8942,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.3116,오이솔루션(138080) AI 데이터센터로 체급 올리기,-1.0,-1.0,0.0,-0.4158,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.302547770700637,-0.1283417653738524,0.07006369426751592,0.28874734607218683,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.03571428571428571,,,,,,0.05732484076433121,0.07006369426751592,,3,0.0998298278154966
380540,옵티코어,통신장비,,,,,,,,,,,,0.0,,,,,,,,,,,,,-5.276,-5.9688,2.0,1.0,0.0,0.6823,0.0,0.0,0.0,0.0,-0.0295,0.9204,0.5,0.0,0.0,0.7,0.3116,옵티코어(380540) K-AAOI의 가능성을 보다,-1.0,-1.0,0.0,-0.2018,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.2796178343949045,-0.3171617927044906,0.006369426751592357,0.28874734607218683,numpy_mlp,461,,,,,,,,,0,,,,,,,,0.011904761904761904,,,,,,0.006369426751592357,0.006369426751592357,,3,0.06383556729894309
